ticker,cleaned_tweet,senti_label
TSLA,walking the dogs and seeing happy comments. I’m just gonna leave this right here for all the excited bulls that everything is magically fixed! ...cool story minions,bearish
DIS,Who wants to go on a Disney cruise? Company will continue to be great but not at this moment in time . Fortunately got out in January and Will load up at 75 and a year from now won’t believe what happened here.,bearish
AMZN,always can rely on gravity,bearish
CCL,looks at ridiculous market manipulation ... puts more money on current puts . Is it christmas yet,bearish
MSFT,lol this is headed down. Blood ain’t gone yet,bearish
TSLA,It's official vix is at 2. Corona is cured. Oil is at 60 and there's in the sky.,bearish
GOOG,Corona virus is not a joke guy's this will be hit the revenue badly,bearish
AAPL,Corona virus is not a joke guy's remember that,bearish
AAPL,short it when it’s high!,bearish
TSLA,sold tons of calls in the last hour .,bearish
CCL,rip to the guy who said he bought 200 shares earlier at market open,bearish
TSLA,big green about to be red loading puts,bearish
DIS,how is Disney plus going to help in this market,bearish
BABA,"Corona virus will hit the revenue so bad news will announce soon, be notified that, the market starting down wave now get out",bearish
BA,Always thought I would load the boat when this was 50 off all time highs. Think I’m going to wait now.,bearish
DIS,Bernstein trying to save it,bearish
CCL,scared shorts covered. Nothing has changed,bearish
CCL,why are you suckers buying this. Trump says something and you guys all jump in blindly,bearish
CCL,"Trump just made this primed for single digits, if it wasn't before, it definitely is now!!!!",bearish
CCL,I will buy all the bulls drink after they are broke from this massive short coming,bearish
TSLA,people r still buying at these prices?,bearish
AAPL,whooooooohoooooo Craziness.... Love these pumps. Day Traders Paradise,bullish
AAPL,I’ll let the shorts and the bears duke it out on here. We all know it will all come back. bag holder,bullish
TSLA,I was hoping to Close at 260 ....well we gonna Roast more Bears till the end of this weak ....who bought puts ...let's Grill them to make them well done ....,bullish
TSLA,I was expecting 20 up tomorrow...hopefully tomorrow then,bullish
AMZN,I wonder where people will spend their EXTRA from cheaper fuel and payroll tax cuts,bullish
BABA,this could be epic.. for stocks and my paychecks,bullish
AMZN,Cheap gas and low rates make consumer spending rise. Not complicated,bullish
TSLA,Strap up for a wild rally ! Zero payroll tax for the rest of the year!,bullish
DIS,THE SUMMER HEAT will kill the virus. Have you been in Florida in the middle of the summer ?? Very very hot,bullish
V,"This isn’t going below 170 again , rip to the cheap shares",bullish
TSLA,come on Tesla show yourself strong,bullish
TSLA,will rock this market back to the top .. if you short.. be ready to lose your shorts,bullish
BAC,"woah! A big buy of 7,687,571 shares at $23.61",bullish
AMZN,need some Joe Biden Ws tonight!,bullish
TSLA,Giga factory for CyberTruck is in Central US,bullish
AMZN,"my only concern at this point is the rising VIX. I hope to see it going down soon. I just wonder what was the lowest reading ever on the vix, did it ever hit zero ..lol that would be a historical moment.. ... high possibility is never.",bullish
TSLA,people shorting close to 600$ have or they don’t know what they are doing any decent news will pump this to 750$,bullish
NFLX,based on the Fear Facto news cycle every country will be quarantined Netflix not chillin-going up. I think. Dont know y we keep our sub but,bullish
WMT,markets red time for Walmart to fly,bullish
TSLA,holding up in spite of red futures,bullish
TSLA,Jimmy Chill on CNBC giving love to TESLA,bullish
TSLA,shorting this would be so terrifying,bullish
BAC,lows won’t hold forever. In now and average down if needed.,bullish
TSLA,"loser bears posting $525 price targets all night, lol",bullish
TSLA,Come on Tesla you can do it!,bullish
AAPL,bounce back on the way!,bullish
AMZN,Sounds like CNBC was pumping for a recession awhile ago. I just shake my head. No signs of such things in my city. Looks pretty healthy out here!,bullish
TSLA,Wow Bears and puts and Shorties I am buying puts right now...what a big oppertunity my mama gave me money to short it I am shorting it RIGHT NOW ...OMG cheap Puts ... ..FKK U,bullish
TSLA,"Elon scouting US for Cybertruck factory, 1 Millionth car produced news Model Y, Australia Power storage huge success!! Bears got their claws in her but TSLA gonna take this win... Swing batter batter, homerun and off to the moon",bullish
MSFT,"best stock for long winners, 1 - 2 months and over virus, buy cheap now, stay long summer coming",bullish
XOM,I’ll see you boys at the top. Bag Holder with 42.65 avg,bullish
TSLA,I am bullish on this short term,bullish
BA,Almost the price I paid for this stock three years ago and have held onto tightly even through the 737 bullshit Wtf. divis are nice though.,bullish
TSLA,pandemic nothing to do with electric,bullish
AAPL,for some reason I think bears are rejoicing each time bad news hit about the virus,bullish
TSLA,"Holding up nicely in this market! The moment all those that are bashing TESLA step out of the car, you find out who they really are",bullish
NFLX,buy buy buy!!! Lets get some volume !!!!,bullish
BA,Should we be buying here ?,bullish
FB,Iv been steadily gobbling your shares at 170 see you in a few months when you want back in I’ll sell them back to you much higher,bullish
BA,what is wrong with using a loan you applied for?. Time to put all that money into work.,bullish
V,this card will be used like no tomorrow... over the phone! No virus contact. People need to buy stuff!!!,bullish
BABA,"come on, lets baby, climb your way up up up so I can push you down the hill again. Fun isn’t it? And we can play until mid April before we change our game",bullish
NFLX,they say people will not be working and cancel subscriptions . Not going to lie I never heard of anyone that would cancel their 7.99-12.99 cable . I see this as a bull for sure in these times. Especially if I’m locking myself inside,bullish
MSFT,loaded up on calls. Wow. So cheap. Thanks. Gonna,bullish
TSLA,this btch holding strong! Converted bear,bullish
TSLA,Looking foward to see the Tesla car explode at battery day and Elon commenting Well normally thats save,bearish
BA,great board release PR on cost cutting vs releasing PR they rewiring planes to FAA demand in US and Canada to get a date for test flight?? The boards brain broke... brah..,bearish
BA,wow I love this action - It will be nice to see this below $100,bearish
XOM,weak price movement today!! Definitely shorts game right now!!,bearish
BA,Buy the Dip they say it will be fine they say. LOL now look at you!,bearish
AAPL,"since Apple can no longer innovate, they are going backwards with the iPhone 9 fitted with a whopping 3gb of ram",bearish
TSLA,be on the lookout for big dip tomorrow am,bearish
TSLA,guess how many people buy Teslas from quarantine... Forward guidance,bearish
AAPL,you still think this is a dip !,bearish
DIS,hasn't seen the worst yet.. seriously the Corona hasn't even peaked yet. Parks will close,bearish
AAPL,Trump blaming it on Europe- he is really going to tank the markets tomorrow,bearish
TSLA,"if tesla somehow holds this week, I’ll buy PUtS again for next week, if it still holds, more puts .. the loop is on",bearish
TSLA,"going to be a brutal day tomorrow and possibly the rest of the week... rest easy, this will soon be over",bearish
AAPL,Shout out to all my Bulls losing money tmw... woo woo!!! I just having fun,bearish
TSLA,so what happened if tomorrow it gets halted and last all day what happens to my calls or puts if they expire Friday ??,bearish
CCL,wow lol this won’t affect CCL at ALL.,bearish
TSLA,you don’t need electric cars with oil in the 30s. Yuge debt burden and burns cash,bearish
TSLA,thought my puts were dead. Just saw futures..,bearish
AAPL,I don’t think that retweeting your own Speech is gonna help bud.,bearish
TSLA,"market makers are genius, they got bulls to buy calls anticipating a gap up tomorrow, they got weak hands to sell their puts so MMs can gobble them up for cheap. They knew tonight was going to be a night from hell. Tomorrow they bring max pain.",bearish
TSLA,if this cracks 575 today... expect the emotional psychological trigger to be pulled... Then we WILL see those 300-400 levels Again,bearish
TSLA,just stay down so I can be up for the year,bearish
TSLA,"Covered all $TSLA short stock at and below targets for planned gains. Dammit, but I'm ten shares long now at 599. Apparently my math sucks.",bearish
BA,does 13 B in stock buy backs today,bearish
TSLA,will longs take their profits.,bearish
TSLA,I remember when this board was full of bulls.. where are they now?,bearish
BA,let’s see what I get for this $220 put,bearish
AMZN,all the bulls buying on dips this week,bearish
BA,Very crazy quick ride to target from 332 to 161 we will see target 154 today maybe more Who know,bearish
TSLA,seem like small resistance building,bearish
TSLA,just too good. Black Trump Ranger,bearish
AMZN,might as well drop to 1700 already,bearish
AAPL,let it drop to $255 then it’s back to downhill,bearish
TSLA,everyone traumatized except a few. I am up a whopping 40 in my overall portfolio account SINCE JUST LAST NIGHT. And a lot more last month. How about you?,bearish
CCL,lol the fake pump was so easy to tell why would you buy this stock right now,bearish
TSLA,bulls keep bidding a low price and get fill everytime.,bearish
TSLA,one thing I learned from the bulls is to be patient 540 soon!!,bearish
TSLA,I’m ready for my money,bearish
AAPL,Can we see 240 tomorrow?,bearish
TSLA,imagine if Olympics get cancelled. The whole market will trigger yet another halt,bearish
TSLA,many thanks to bulls that blocked me! I don’t have to hear u moaning,bearish
GOOG,We are gone back 3 yrs in 2 weeks,bearish
BA,if you think tomorrow everything will be fine and the Gov will come for rescue. You are wrong!!! But good luck,bearish
BA,target price is $210 at years end.. and you think we going to run back to $440??,bearish
CCL,"Major cruise lines suspending business for awhile so I’d like to take this opportunity to announce my entry into the cruise ship business, sailing daily!",bearish
TSLA,who threw away all those cash,bearish
HD,"take your gains, no more here to see",bearish
CCL,if your long this is your Chance. That was the last gasp for air. Idk how you hold a company that isn't currently able to operate down it goes,bearish
AAPL,Apple said they might not launch a new iPhone in September.,bearish
AMZN,down another $100 tomorrow.... Or today,bearish
TSLA,DROP THIS GARBAGE DOWN TO 100,bearish
CCL,Jesus Christ 20 years of gains are GONE in a month,bearish
BA,zomg I just did my first short ever...one share of ba for a profit of $1.04 exhilarating!,bearish
DIS,Disney Going to have to close their Parks!!! This is devastating,bearish
DIS,$70 puts expiring 327 at a cost of $1.69 per share. Hopefully these pay off well,bearish
TSLA,fck these greedy bulls they had plenty time to collect if they didn't lock in profits,bearish
NFLX,"when I said I’m a buyer if 278 holds, I didn’t mean try to take us there within a day",bearish
DIS,i don’t even care about my profits at this point. No NCAA tourney,bearish
BA,awesome day today. Let’s do that again,bearish
DIS,If you think its priced in youre a fool,bearish
DIS,They just closed the park in California due to Coronavirus.,bearish
TSLA,analysts pumped it up and they are dumping it down now... poor bulls got slaughtered,bearish
TSLA,is and market is Combine the two u get $400 Lol,bearish
DIS,"Shhh..i thought 105 was it, but noooo. Belushi style. Just watching. Im a sellout - 48 hrs ago GL",bearish
CCL,"Financial Education I’m buying in hard $45 $100,000.00",bearish
DIS,That 70's Show tomorrow?,bearish
DIS,can’t believe I fell for that FAKE PUMP today What was that?!,bearish
AAPL,who told you this was a dip ?,bearish
DIS,What is your realistic prediction for EOD price tomorrow?,bearish
AAPL,heres a bear vs Tim Cook,bearish
CCL,"This baby hits single digits, I’m gonna back the truck up",bearish
AMZN,"When this hits 1500, I'll officially have more than Bozos...",bearish
TSLA,but thenfucking kids with their RH account matter lol,bearish
TSLA,to tha moonwhat a joke,bearish
TSLA,Friday the 13th y’all... why would you risk holding over the weekend?! lets seeeee,bearish
DIS,lmao holla at me when this closes at $82,bearish
JPM,come Monday expect stocks to be down again and cases to double. CDC and NY state said they only average about 100 tests per day. not looking good,bearish
CCL,this is madness 17.88,bearish
TSLA,"Hahahaha Tesla dorks celebrating a 5 bump after losing over -130 ....that’s why some of you deserve to lose your money. Sell the rips, rinse and repeat....",bearish
DIS,I love this stupidity. Parks close buy .,bearish
DIS,disney is closed including the disney land in Paris and this is bouncing nicely. disney will be losing hundreds of millions during this pandemic. today,bearish
DIS,my $90 puts were lookin real good last night ima hold thru lunch this is bs,bearish
CCL,see you all at the bottom,bearish
DIS,"it was kinda funny goin -8K at open, Fed pump ain't gonna scare me",bearish
BA,easy money.. told you guys hours ago.,bearish
DIS,dude this is bad. Like market is going to breakdown badly. U can’t just rig a market like that. Puts on DIS are going sky high. This is entertaining af,bearish
AAPL,"Corona virus is not a joke guy's remember that, it's will hit the revenue so bad, the right thing to do is selling Now",bearish
AMZN,"get out before you lose all your money, Corona virus is not a joke guy's",bearish
BABA,Corona virus will hit the revenue so bad news will announce soon Get out now before you lose all your money.. this is the last chance,bearish
GOOG,get out before you lose all your money and buy again under $800 the market starting down wave now,bearish
TSLA,even with government help this thing is sinking like a rock...,bearish
DIS,it’s going up but don’t you worry folks,bearish
TSLA,double top Red coming in hot,bearish
NVDA,Short and thank me next week,bearish
TSLA,market up quite a bit yet Tesla the is flat not good,bearish
AMZN,Gonna be a short Monday.,bearish
CCL,Can’t wait to sell the pump on Monday!!,bearish
MCD,nobody literally nobody Bulls We gonna eat at McDonalds!,bearish
DIS,I’m finna nut this running down to 50,bearish
DIS,This will be under $50 at some point... give it time... definitely not time to buy yet,bearish
CCL,keep your arms and legs inside the roller coaster,bearish
TSLA,this money-losing ShitCo going to $400’s very soon Death spiral,bearish
DIS,who buying here? Yall crazy,bearish
HD,"this epidemic, has destroyed the market",bearish
TSLA,No one came to save Tesla.. it was really overvalued then,bearish
DIS,what a ride here. Bought puts at $100,bearish
AAPL,"final announcement, we are going down",bearish
DIS,the national emergency will surely help this stock,bearish
AMZN,"full on bears territory, eat em bears so we bulls can get in at 1400’s",bearish
AAPL,green Apple turns to red Apple please save your money,bearish
TSLA,"bulls were jumping like ping pong pre-market, now they paying profit for my puts",bearish
TSLA,Nice dumpings of new junk-shares,bearish
TSLA,even on a Green Day Tesla is red,bearish
DIS,thanks for the cheap puts again,bearish
TSLA,I have half my portfolio in tesla puts bc it’s going to be like stealing money from a baby this weekend but now I’m thinking I should do 75 of it,bearish
DIS,Worse than a roller coaster!!!,bearish
TSLA,orange man thinks make up help with CV,bearish
DIS,I like Trump but thank god hes not the best at speaking,bearish
DIS,"the bear eats the mouse. Trump can talk all he wants. This is still a global pandemic, it's all talk till the cases go down",bearish
DIS,Trump now Mr mouse ...Mickey come speak on the podium,bearish
TSLA,"red in deep green market! 400s, 300s, let's go! No position, but will load up once it tanks completely",bearish
SBUX,have a happy Starbucks weekend,bullish
MSFT,"Not a political guy, but Trumps news conference just caused a large end of day rally. Not to mention he literally dropped the names of companies that will get some cut out of fed money. Today was a good day",bullish
HD,added today at 191 got lucky cause right after this was a rocket ship,bullish
DIS,"Corona lasted 6 weeks in China, with all the advances and funding we have now I’d say it’ll last another 2-3weeks in the us. Disney opens back in 2 weeks so I think we’re easily in the money",bullish
MSFT,too fast too quick.....take my profit...and see you next week..,bullish
BA,are you seriously questioning BA's balance sheet here? Not one but two non-events. Welcoming folks selling this down next week! I for one I'm a buyer on any weakness next week,bullish
AAPL,That was so much fun,bullish
TSLA,who held their puts? This guy sure did.,bearish
AAPL,nice run today but will it hold on Monday,bullish
DIS,who got on the $90 train last night with me? We are leaving the station now! Buh-buy!!!,bullish
BA,Rudy Gobert and Donovan Mitchell have fully recovered. Were seen partying in Hollywood,bullish
DIS,"you grandchildren’s grandchildren will go to Disney world, park closures is purely short term pain. Hoping to continue picking up cheap shares. Having a longer term horizon I am more interested in Disney subscription numbers Disney Empire!",bullish
AAPL,"for now its just 2 of 13 weeks in the quarter, that the apple shops are closed. Thats not much more than the difference beetween longer and smaller quarters.",bullish
V,Doesn’t look like 2008 to mee lol . People like to compare huh.. I see recover once this virus starts decreasing shops closing down just precaution and has to be done to stop an spread .. while some were at the stores i ordered online,bullish
TSLA,still have plenty of room to go down.,bearish
AAPL,im gonna short the life out of u Monday baby let’s do this,bearish
AAPL,will drop 50 from the Highs,bearish
AAPL,we might hit a circuit breaker tomorrow. Even ED giving out money won’t fix this virus,bearish
AAPL,FUTURES ARE DOWN! BUY THE DIP!,bearish
AAPL,come on bulls the whole country is coming to a stop and that is a huge problem for an economy relying 67 in consumption- I believe In 6 weeks we are out but now embrace and position yourselves for the impact,bearish
AAPL,yeahhh my 4 puts 260 june,bearish
AAPL,already below the 200 SMA,bearish
AAPL,closed ALL non China stores and now,bearish
AAPL,"call premium last friday was insane, 245 call was about $4kcontract.",bearish
AAPL,"how many showrooms closed, by Corona virus",bearish
AAPL,what’s the point of halting the market right at open,bearish
AAPL,on fire and water can’t put it out....,bearish
AAPL,they waiting on tomorrow to take her down to $230,bearish
AAPL,today trump want to dump with his speech. Lol,bearish
TSLA,WHO BOUGHT ABOVE $900 LAST MONTH???,bearish
DIS,tomorrows going to be interesting should drop down tomorrow with news talking recession and virus,bearish
DIS,there were two times throughout the day that I could have sold my puts but I waited and yet the algo doesn’t want disney to fall below $90,bearish
MSFT,"i could retire now after my gains today. But I love the game more than the money. So, THE SHOW GOES ON !",bearish
AAPL,confirmed! No one will buy anymore iPhones,bearish
TSLA,Shutdown in Fremont. That doesn’t work for Elon’s full tilt shop. I wonder what Elon thinks of the Flu now.,bearish
TSLA,if you are pumping this still.... trend full intact. dumpster dive,bearish
TSLA,"wow, what a beautiful day. lets do it again tomorrow?",bearish
TSLA,"everywhere I go on my bicycle, no dine-in or social gatherings. No Teslas in sight.",bearish
TSLA,do you want to hear a joke? Buy tesla it's going up,bearish
NKE,will go down 10 again tomorrow and the day after gonna save myself and buy in April... goodluck,bearish
BA,will go down 10 again tomorrow and the day after gonna save myself and buy in April... goodluck .,bearish
TSLA,Down 18.6 and bulls r getting excited,bearish
TSLA,futures are calling for another 10 drop in the morning. At this rate it will be at $300 by the end of the week... or sooner!,bearish
TSLA,futures are green yawn haven’t we see this before like 2 weeks ago it’s just going to turn red again you bulls are very delusional,bearish
AAPL,sub 200s are next !,bearish
TSLA,going to test 400 tomorrow..bulls better tonight,bearish
TSLA,excited for the cheap puts,bearish
CCL,can’t wait for this to get pumped up to $16-18 range tomorrow to buy some cheap puts . After tomorrow it’s right back to reality.,bearish
SBUX,I can’t wait to see this get torn back down,bearish
TSLA,who got trapped in the driverless factoryless moneyless trashlacoin pump this morning $390 coming,bearish
DIS,Pop so I can re-enter on puts,bearish
TSLA,"wheres that 900 fomoing that thought this was going to 10k, don't be shy !!",bearish
TSLA,damn. I should have grabbed more puts yesterday.,bearish
AMZN,yawns ... sell off at open nothing has changed in one day yet they pump this over news they’re hiring 100k people,bearish
TSLA,everything up PM but this pig lol,bearish
TSLA,400s day is today,bearish
AMZN,welcome back to red club,bearish
TSLA,dropped it like it's hot,bearish
TSLA,Cathie woods where we at? We still going to 15k?,bearish
TSLA,just checking in to laugh at those who've been buying the 'dip' all the way down.,bearish
TSLA,guys waiting to load at 150 range.... it’s getting juicy almost there....,bearish
TSLA,"go back to $440, I want to add to my pumps",bearish
BA,crashing faster than a fully functional 737 MAX,bearish
BA,added on our SHORT List today!,bearish
BA,aaand we kick 100's door crazy move,bearish
MSFT,Dead cat back to 136,bearish
BA,if this falls anymore then it’s weighting in the DOW should be changed.,bearish
NFLX,time to go down now.,bearish
TSLA,wow that was a mean rally to 450....,bearish
BA,that drop was insane. Wish i had more puts. Literally the easiest money today. Exited here but will buy more EOD. Just being cautious of news about possible government help this week.,bearish
TSLA,hope ppl also still not bull chasing. Because once top hits we all know how fast they take back 30 pts I would also hold celebrations. The day just started believe it or not even if tsla does a full day worth of moves in first hour,bearish
AAPL,Is $AAPL going to bail anyone out? F no!,bearish
TSLA,nice midday pop it fades fast and gets the opening price same like yesterday this is repeating every day from 5 days super easy options play,bearish
MSFT,"what goes up, MUST COME DOWN",bearish
DIS,who are these red-blooded Americans being fleeced at 94? Facebook groups?,bearish
TSLA,only because 450 was the max I can throw at it until tomorrow. Run,bearish
BA,something tells me this is going to open under $100 tomorrow,bearish
BA,Trump We'll be helping Boeing - but the shareholders are fucked.,bearish
TSLA,The markets up and Boeing and Tesla are both down... Two hole companies that deserve what’s coming to them. Both destroyed by the hubris of their CEOs. A fitting end.,bearish
TSLA,go back to $460 so I can enter again already made $14k I want to double down,bearish
AAPL,Closing red Opening Red,bearish
DIS,it is just dancing sideways . Not sure if it will go,bearish
DIS,slowly....to....80$ or less BULLTRAP,bearish
TSLA,somebody come get this guy.,bearish
AAPL,can’t wait to see the bulls faces lol,bearish
TSLA,"$250 i am patient! Just like the other three times! Fill up my calls you fake pump, then die to $250 puts",bearish
TSLA,stay home if you want nice! hahah theres compassion in there $380,bearish
AAPL,good luck being insane and holding overnight lol i really don’t care.,bearish
TSLA,Who will be looking to buy a Tesla in April or toilet paper? Show of hands.,bearish
TSLA,"Covered small $TSLA short at 428.01 for 6.30 net additional. I didn't notice, but 55 minutes ago I bought it at 430 and sold at 433. I missed noticing that open order! This day is entirely full of wild manipulation in many, many issues.",bearish
AMZN,"December 2018 this got to 1300, and we are at 1800 right now amidst one of the biggest global crisis's we've ever faced?",bearish
BA,1 trillion in bailout! I bet the printer overheats first,bearish
TSLA,"still holding 400 puts not greedy, I call it patience.",bearish
AAPL,280 bill in cash. 1 bill per day last quarter only one way it goes!,bullish
AAPL,one of the best looking charts out there. I like it for a solid bounce.,bullish
BA,do you buy because Boeing price is low 2016 low or buy because you see a way out of this mess nah let’s buy now and hope this mess gets worked out in three years...,bearish
AAPL,BIG GREEN DAY TOMORROW. Believe it!,bullish
TSLA,businesses is closing down ...bulls every going to buy the model Y in the middle of a crisis. Also Elon court cases bout to start soon as the virus is clear,bearish
AAPL,"lower gas prices is obviously a boost to the economy, government can buy it at lower prices too adding to the stock pile for cheap",bullish
DIS,"buy more calls, let DIS burned your money so that my PUTs will print money for me",bearish
DIS,sigh... is $80 out of the money puts? Insufficient funds that’s why. Only thing I can afford. Exp 327,bearish
TSLA,"Hey honey the economy might get so bad that the Government might have to send us $1,000 each. Let’s buy a Tesla",bearish
V,looking good . Futures having a rough time but people trying to cover .. so no biggy . This tommorow looking good 153-165,bullish
TSLA,just couple of Weeks months of Factory Closed could destroy the stock Biggest Whales start selling Ouch,bearish
TSLA,ANOTHER beautiful day. And what a setup for tomorrow. Love it! Buy that dip!,bearish
TSLA,yikes news is out. Factory can not operate.,bearish
TSLA,so happy I bought those May 400 puts today,bearish
TSLA,"bears party everywhere, what’s up",bearish
UNH,Bet against this company then you are betting vs America. If this monster goes down then we are all screwed. Every last penny long for a decade,bullish
TSLA,me starting at the current price,bearish
TSLA,just sold today 3 lot of puts booking profit. Wish i held one more day feeling pathetic,bearish
TSLA,GG Tesla. This shutdown in Fremont will run until May. Seeing a $200 drop possible tomorrow.,bearish
BA,Stop praying for Buffett He’s not saving your weeklies!!!!,bearish
DIS,BAD conditions of general market craziness coronavirus will last at LEAST 6 months and recession coming Stock price will drop to 80$,bearish
AAPL,World’s greatest company is on huge discount. Who else is loading up?,bullish
AMT,False Flag Load Them Up!!,bullish
TSLA,we might test 320 this week now someone gotta pay for the hype as I said,bearish
TSLA,fanbois I have more for y’all at $405. Pump it. It’s a bargain! Value. Garage sale,bearish
BA,Beat on the brat with a baseball bat,bearish
TSLA,there is your 300s,bearish
TSLA,is offering few more share at the special price of $367.00. Who want to buy it?,bearish
TSLA,people gonna run for the hills telsa US based plant is now shutdown production wise by order of sheriff stating production is non essential I'll take my money now on those puts pls,bearish
TSLA,How are those bags ?? Down almost $600 since you were warned!,bearish
TSLA,Japanese Arnold is here for the Bulls 300 by friday,bearish
TSLA,from almost 1k to this,bearish
AAPL,finally some good news but timing looks bad. This news would have been out yesterday so markets would have rallied more.,bullish
TSLA,hmm will I have an opportunity to grab some more puts? Not looking like it.....shit.,bearish
CCL,this stock is so beaten down there’s better companies to short. Hopefully CCL and cruise ships get a pop today. Vegas casinos Cruise-ship stocks,bearish
AAPL,same story one day up next day down...It's casino not market at this moment..,bullish
TSLA,what time is the next pump conference? Yesterday i rode calls into the Cheeto sunset and then rode back the put train to Putsville,bearish
BA,if it doesn't hold short short,bearish
BA,all I can say is wow.,bearish
BA,Soon bankrupt. I wonder how many suicides this will lead to,bearish
CCL,y’all they canceled cruises until April. I was one of them. Selldon’t buy this until then,bearish
TSLA,yeah baby down she goes! Change calls to puts,bearish
AMZN,Doing its own thing today,bullish
BA,They cheat government and kill people and cause mess for the airliners around the world and then ask for help?,bearish
TSLA,building a bigger rocket to escape to Mars from CV-19 We'll be living there before this one comes back,bearish
TSLA,oil dropping... everything is about to drop like a rock... best thing you can have is cash right now!!,bearish
TSLA,what time is Drump speech? I need to exit my failing calls. Shoulda stayed a bear,bearish
TSLA,bull squeeze coming got bags!,bearish
AAPL,It is a shame that all the gain that the market had for the past 3 12 years is wiped out in a month and we are back to where Obama left it Dow at 19777,bullish
MSFT,thank god this is my largest holding by far,bullish
BA,for the hill! Boeing is on,bearish
BA,songuku has been long from 300's some people just don't know what there doing!!,bearish
TSLA,"shutdown or no shutdown, it doesn’t matter because the stock is way over valued! $250",bearish
TSLA,are you not watching the briefings?! Why would you buy this now?! No tears lost on bag holders today,bearish
AMZN,amazon will outperform most tech stocks. Wait till next ER. Smart money will come to amazon. She’s a winner and smart money always buy winners.,bullish
TSLA,not a nice look! Tesla seems desperate! They’ve been getting money for not doing anything yet!,bearish
TSLA,"sub 200 again, here we come, where it belongs RIP fElon... time to default on all that debt",bearish
TSLA,greatest short ever. 500pts on the dot. Less than one month for 250 shares. And tacked on a 30 pt short for 500 more feel blessed. Recession money 2020,bearish
TSLA,THANKS FOR THE EASY MILLION IDIOT BULLS !,bearish
TSLA,"I would cover at $350 if hits today. If not, holding over night",bearish
AAPL,add more shares today before the,bullish
DIS,Oh my god. These puts are on fire,bearish
TSLA,raise or die. I’ll take my chances,bearish
BA,Still more pain ahead IMO. Will be a buyer under $60,bearish
DIS,you guys having fun? I’m having fun,bearish
BA,"I still don’t understand how bagholders try to justify this stock as a buy every time it plummets. It’s painful, just cut your losses and wait for an actual long signal.",bearish
NFLX,I just went long on Netflix expect a huge downturn now sorry,bullish
AAPL,Fun day ... just think long term investors,bullish
BABA,come baba. Lets move up just a little more,bullish
DIS,when to buy more puts,bearish
DIS,My puts are gonna nut overnight,bearish
TSLA,the Italian stock market supervisory authority banned short sales for 90 days. Tesla might not fall if it were also made in the United States ... but it won't happen,bearish
TSLA,300 open tomorrow. Nowhere to go but down,bearish
FB,50 call 150 Strike 320 playing the bounce tmrw,bullish
PYPL,Metal support wall filled w concrete at $87. Anyone shorting at these levels has a death wish,bullish
TSLA,somebody got caught inca fake pump.,bearish
TSLA,Green day tomorrow then blood bath forward this week,bearish
AAPL,"Samsung joins Apple, Microsoft in closing US stores to combat Coronavirus,",bearish
TSLA,we are down in the AH ...,bearish
TSLA,"Tesla bulls, now is the time to come to the aid of your king. Elon needs you! Buy this up! It’s the bargain of the century! On its way to $4,000share! What could go wrong? Just need to feed the furnace a little more money...",bearish
BA,Filing Bankruptcy!!! Seriously in Trouble,bearish
AAPL,and down go the futures! Glad I loaded up with long positions at the close.....,bearish
AMZN,"Futures looking good up 450, hopping it’s a good sign for tomorrow.",bullish
MCD,think and remember my words. Market will go down more every day till we have cure or everyone is back to work. Until then I highly suggest that you sell everything and hold your cash.,bearish
AMZN,this could be $100 point day tomorrow,bullish
TSLA,futures lookin flaccid. Where my banana guy at??,bearish
TSLA,who got tricked on the pump,bearish
TSLA,Tesla will crash even more after next earnings,bearish
TSLA,bulls be like tomorrow $500!!!,bearish
TSLA,this going lower. Bulls don’t want to listen.,bearish
AMZN,JP Morgan maintaining the $2525 PT,bullish
TSLA,"im 100 bearish, but.... you know its about time to turn Bullish when Coworkers start talking about maybe i just need to sell my stocks in my 401k and buy cheaper..... people who have no idea what the SP500 is",bearish
BAC,"Careful folks, don’t chase the tape here...",bearish
TSLA,so like future is already down 700 pts lol . where was em bull at when they were yappin after hours telling everyone to buy in and tellin bears that were sorry pwhaha . yall got faked in a fake pump,bearish
TSLA,So if global car sales are down -80 TSLA will only lose -55? . Gene Munster,bearish
FB,market is gonna tank again,bearish
TSLA,institutional investors starting to cut losses,bearish
TSLA,Will enter at lower levels in 1-2 weeks for now,bearish
NKE,is completely yesteryear 1975 made sportswear.... hmmm uncomfortable... Not in America!,bearish
TSLA,"In case you aren't aware, Bulls have been finding the bottom since last month. It's just bad luck it keeps shifting. Don't play dumb, play safe. It will eventually go up at some point in the future, don't force it to now.",bearish
NVDA,I missed my freaking put sell on this yesterday 180. If only I wasn’t ahead 13 hours,bearish
TSLA,hehe me getting some tesla at $100 soon,bearish
AMZN,the Fed extending it is currency exchange program to more central banks around the world,bullish
TSLA,"gene munster, you a fraud...stop trying to pump this up...",bearish
MSFT,Oh fake out with a pumper mcpumperson,bearish
TSLA,I wish I could see the faces of all of these sheep after tsla dives below its 2019 low,bearish
TSLA,bulls this will not go up to $400 thanks for trying,bearish
BA,"Plan’s gonna crash with all the Bulls on it soon, LOL put holders will take a huge profit away from this dip",bearish
TSLA,bears ready after bulls finish there work,bearish
AAPL,Trying to test my confidence in my puts right now,bearish
TSLA,I don't think this gonna last long. We still in the middle of an active crisis that's still going on. I don't think anyone priority now to spend $50k on an Electrical car.,bearish
