ticker,cleaned_tweet,senti_label,date
MSFT,The new XBOX looking fire,bullish,2020-03-19
TSLA,no matter what... the rockets have fired up...watch the trajectory...,bullish,2020-03-19
TSLA,CNBC is the fake media of the history...Future is up now but CNBC has a breaking news future is down 300 points lol,bullish,2020-03-19
TSLA,Tonights news Fremont to remain open to start building ventilators. Is that what temporary means for this?,bullish,2020-03-19
TSLA,guys america is about to overtake Italy as the country with the most virus cases ... and with even more tests coming back this weekend for the love of god stay away from buying the stock until the cases peak. This coming from a bull since 2016,bullish,2020-03-19
TSLA,lmaooo. Bears acting like this wasn't going to happen it is all good. Everything is priced in now. Bull we will be fine trust me.,bullish,2020-03-19
TSLA,all the paid pumpers getting their happy meal today congrats one greed day that’s fading out of 3 weeks of blood red. Lmao thanks for another entry to get shortputs on this,bearish,2020-03-19
AAPL,$210 next Friday puts ON SALE! buy before trump pump is over,bearish,2020-03-19
TSLA,we can see $500 tomorrow,bullish,2020-03-19
DIS,"for you bulls this is a bearish pattern, just letting you know..... you’re getting excited on little runs up..... but those run ups are just new lower highs",bearish,2020-03-19
TSLA,institutional investors starting to cut losses,bearish,2020-03-19
FB,market is gonna tank again,bearish,2020-03-19
TSLA,So if global car sales are down -80 TSLA will only lose -55? . Gene Munster,bearish,2020-03-19
TSLA,so like future is already down 700 pts lol . where was em bull at when they were yappin after hours telling everyone to buy in and tellin bears that were sorry pwhaha . yall got faked in a fake pump,bearish,2020-03-19
BAC,"Careful folks, don’t chase the tape here...",bearish,2020-03-19
TSLA,These Analysts come out w their ratings while they bail out and u buy!,bearish,2020-03-19
TSLA,"im 100 bearish, but.... you know its about time to turn Bullish when Coworkers start talking about maybe i just need to sell my stocks in my 401k and buy cheaper..... people who have no idea what the SP500 is",bearish,2020-03-19
AMZN,JP Morgan maintaining the $2525 PT,bullish,2020-03-19
TSLA,this going lower. Bulls don’t want to listen.,bearish,2020-03-19
TSLA,bulls be like tomorrow $500!!!,bearish,2020-03-19
TSLA,Tesla will crash even more after next earnings,bearish,2020-03-19
TSLA,who got tricked on the pump,bearish,2020-03-19
TSLA,futures lookin flaccid. Where my banana guy at??,bearish,2020-03-19
TSLA,I feel bad for the bulls blood bath soon,bearish,2020-03-19
DIS,bulls think coronavirus problem has been solved every time it hits a lower high. 97 would have been considered a disaster just a week ago,bearish,2020-03-19
TSLA,Will enter at lower levels in 1-2 weeks for now,bearish,2020-03-19
NKE,is completely yesteryear 1975 made sportswear.... hmmm uncomfortable... Not in America!,bearish,2020-03-19
AAPL,Futures will be in that DEEP DEEP tonight,bearish,2020-03-19
NVDA,I missed my freaking put sell on this yesterday 180. If only I wasn’t ahead 13 hours,bearish,2020-03-19
TSLA,"In case you aren't aware, Bulls have been finding the bottom since last month. It's just bad luck it keeps shifting. Don't play dumb, play safe. It will eventually go up at some point in the future, don't force it to now.",bearish,2020-03-19
BA,"Plan’s gonna crash with all the Bulls on it soon, LOL put holders will take a huge profit away from this dip",bearish,2020-03-19
TSLA,bears ready after bulls finish there work,bearish,2020-03-19
AAPL,Trying to test my confidence in my puts right now,bearish,2020-03-19
TSLA,I don't think this gonna last long. We still in the middle of an active crisis that's still going on. I don't think anyone priority now to spend $50k on an Electrical car.,bearish,2020-03-19
TSLA,ooohhh this is beautiful.... Keep going up...,bearish,2020-03-19
TSLA,this will be back below $400. I’m in w puts. Sorry Elon fanboys.,bearish,2020-03-19
TSLA,tried to warn. While buying puts.,bearish,2020-03-19
TSLA,"is up over 15 and aapl is barely green. What a bullish market bulls, I think this is the dip, please buy some shares. I think TSLA is heading to 1K by eoy",bearish,2020-03-19
CCL,wtffno way is going up,bearish,2020-03-19
TSLA,bulls this will not go up to $400 thanks for trying,bearish,2020-03-19
TSLA,I wish I could see the faces of all of these sheep after tsla dives below its 2019 low,bearish,2020-03-19
MSFT,Oh fake out with a pumper mcpumperson,bearish,2020-03-19
MSFT,why buy here when you can get cheaper shares next week,bearish,2020-03-19
TSLA,"gene munster, you a fraud...stop trying to pump this up...",bearish,2020-03-19
TSLA,hehe me getting some tesla at $100 soon,bearish,2020-03-19
AMZN,the Fed extending it is currency exchange program to more central banks around the world,bullish,2020-03-19
TSLA,lol looks like bears were celebrating too early . Overall market is bullish,bullish,2020-03-20
BA,wait y’all thought it was really going to pop above $110 those bags must feel heavy now,bearish,2020-03-20
BAC,"holy cow that 52,000 bid at 5.90",bullish,2020-03-20
AAPL,weird here usually this be trading down low 240-242 area must be the quad-witch somehow,bearish,2020-03-20
TSLA,Fed To Conduct $1Trillion In Daily Repo For Rest Of Month,bullish,2020-03-20
TSLA,"There should not be any more fall back.... there no reason to!Panic, uncertainty, mistrust and rumors are petty game plans... by it’s all over!",bullish,2020-03-20
TSLA,hop on board. You missed the first ride,bullish,2020-03-20
TSLA,what happened to the this will be at $100 dollar by Friday people..,bullish,2020-03-20
AAPL,this is going straight to 180 next week. Funny if they folded 13 yr after first iPhone release,bearish,2020-03-20
TSLA,"never sweat so much before, smelling the millions on monday",bearish,2020-03-20
CCL,nice little profit.. in under 8 out over 11.. Will be back soon... good luck to all..,bullish,2020-03-20
WMT,I want to know where all the guys who told me it was going to pop and my 120 put was crap. I’m laughing with my 500,bearish,2020-03-20
TSLA,this isn’t at 100 yet ? It will be,bearish,2020-03-20
AAPL,Bear will slash your dreams Bulls!,bearish,2020-03-20
TSLA,where are all the Bears lost x shorting tesla! articles...?,bearish,2020-03-20
TSLA,I am a buyer right here and adding !!!!,bullish,2020-03-20
BA,yikes! Doesn’t look good my friends. If no news from trump and bailout....$50,bearish,2020-03-20
TSLA,so many spread out fear. Tesla hold very STRONG today to force them to cover on weekly expire,bullish,2020-03-20
TSLA,gapped up straight from 380s turned out ok GL,bullish,2020-03-20
TSLA,why is this name continuing to climb! Love it when you see one of your favorite stocks near it’s fair market value! Hope you loaded.,bullish,2020-03-20
CCL,time to come back here. company is safe. strongest balance sheet.,bullish,2020-03-20
TSLA,"bulls, I need you to buy them up. Its red now.",bearish,2020-03-20
TSLA,bears should be excluded from the $1000 check... they are the enemies of the humanity as well as financial market. They want covid spread n market fall...why Trump is paying them?,bullish,2020-03-20
TSLA,CA Governor just killed the State of CA Economy destroying every chance for recovery by ordering 40M Californian to stay home mandatory ! History will judge this Thug!,bullish,2020-03-20
TSLA,"factory shuttered priced in all ready... I’m liking it.. let the shorts pile in and let’s squeeze... still seeing 1,200 sp year end and 3,000 2021... factories will reopen..",bullish,2020-03-20
AMZN,"$1968 right now, we could open $1980 and close $2040",bullish,2020-03-20
TSLA,Tesla cult status is for real! Join or get run over !,bullish,2020-03-20
HD,this is gonna ride hi today,bullish,2020-03-20
AMZN,"LMFAOOOOOO Everytime u see this guy do the opposite, he has been here for years",bullish,2020-03-20
TSLA,Exactly as I expected 450$ next stop 600$ lol Bears those puts are burning now,bullish,2020-03-20
TSLA,Looks like another Big Bang in the making,bullish,2020-03-20
CCL,Man I hope some bears get their faces ripped off!,bullish,2020-03-20
TSLA,Any news with this one or just the usual Tesla madness?,bullish,2020-03-20
CCL,looks like the 2 day discount ended.,bullish,2020-03-20
DIS,Im doin my bears make money bulls make money PIGS GET SLAUGHTERED DANCE,bullish,2020-03-20
TSLA,"oh boy , that 350 bounce back was such strong support ,, in 375 let’s ride it back to 900",bullish,2020-03-20
DIS,did any fool actually believe this was going to collapse? I mean come on. This is going to run through eoq and earnings. The worst is priced in and they’ll get a pass next couple of quarters. Probably through the year. Chi ching!,bullish,2020-03-20
DIS,Idk whose worse CNN or these BEARS trying to instil all of this fear I keep buying dips and making money another week or so and these bears will get squeezed ...,bullish,2020-03-20
LOW,that right i bought it 5 dollars from the bottom,bullish,2020-03-20
WMT,can’t hold gains. Going to $80,bearish,2020-03-20
BA,my 327 calls look AWESOME,bearish,2020-03-20
AMZN,"to 2500 and beyond. Go amazon. In less than 2 weeks the big squeeze is coming to town, it’s the numbers stupid.",bullish,2020-03-20
TSLA,500 strike getting some attention,bullish,2020-03-20
TSLA,are those bears getting roasted,bullish,2020-03-20
TSLA,"humpdy dumpty sat on a $450 wall, that wall came tumbling down",bullish,2020-03-20
TSLA,Now you know what a Bear trap is you fools. See you at $687. Bouncing off the floor and on it’s way back up,bullish,2020-03-20
TSLA,will b making electric powered ventilators and GM and FORD announced will be using gasoline bcuz price of gas down.,bullish,2020-03-20
CCL,Congrats to those who bought at $8,bullish,2020-03-20
LOW,i took the VP of this company daughter out on a date...shes a brat i like the stock tho at these levels,bullish,2020-03-20
TSLA,they use shorts to regain loss. Say good bye,bullish,2020-03-20
AAPL,so we get bad news upon bad news but this keeps climbing why? I guess so all of us bears can get them puts real cheap for this weekend blood bath,bearish,2020-03-20
MSFT,Just bought 145 calls on a Friday. I must not like sleeping on the weekend,bullish,2020-03-20
NFLX,"$347 right now, on track for a $352 opens and $370 close",bullish,2020-03-20
TSLA,"$443 now, could we see $500 today",bullish,2020-03-20
TSLA,bears got faked out lol. Reminds me of the days when TSLA kept rallying on good news,bullish,2020-03-20
AAPL,Prema Bull trap PM LOOK OUT SUCKAS,bearish,2020-03-20
TSLA,"but wait,bears said it definitely going under 200 since Tesla closed factory",bullish,2020-03-20
TSLA,next week will be blood,bearish,2020-03-20
AAPL,Damn last time I saw this it was at $250,bearish,2020-03-21
AMZN,Just got a crazy idea puts on $AMZN ? What do y’all think?,bearish,2020-03-21
DIS,more debt to survive just sell it,bearish,2020-03-21
DIS,Parks closed. Movie Production Stop. Why are people bullish here ? Disney ????,bearish,2020-03-21
AAPL,clowns were buying the dip,bearish,2020-03-21
TSLA,we are going to make ventilators...give us bailout money! ...after we start our renovations..lol cmon people you can’t change the buildings that fast to make ventilators with no workers. He just wants the BAILOUT MONEY,bearish,2020-03-21
DIS,Iger knew it was time to be out left Chapek holding the bag,bearish,2020-03-21
SBUX,How Cheap on Monday? I want to buy more!,bearish,2020-03-21
TSLA,penny stocks make the products that Tesla will be trying to make during this.. just keep that in mind bulls. And the majority of these company's are considered micro or small cap.. Going down Monday,bearish,2020-03-21
AAPL,iVirus edition won’t be cheap,bearish,2020-03-22
AAPL,This is what happens when a Bear Market figures out years of Trump BSht and incompetence,bearish,2020-03-22
AAPL,"14,000 new US cases today....",bearish,2020-03-22
AMZN,"ok... I was expecting more out of this speech, but hey they will get BETTER!!",bullish,2020-03-23
TSLA,Expected target on Friday is $480. Let’s see what’s going on if the senate stimulus bill can be passed!,bullish,2020-03-23
TSLA,", You bears better go hibernate and stop fu..... around with Elon Musk. He has more brains and more cash to ride this out than you do. TSLA will hold its value and your positions won’t.",bullish,2020-03-23
TSLA,where is all the this stock will be down to $200 on Monday people ...,bullish,2020-03-23
BA,nice... I bought 200 just after it was halted this afternoon,bullish,2020-03-23
FB,Can’t wait to do a long call option play on $FB Patience is the though..,bearish,2020-03-23
AAPL,"lol happens all the time. The OG ’s know what is about to come, as we can feel the tendies about to rain down upon us. A fake pump at the end before huge market selloff before open. Might even wake up to sub 220. GET THOSE TENDIES",bearish,2020-03-23
BA,125 weekly call. Will it print,bullish,2020-03-23
TSLA,"It’s actually encouraging to see how much they missed earnings by Q1 last year, combined with the current economic situation. Expectations will be very low",bullish,2020-03-23
NFLX,"tomrw the real test, $390 or will it give back today’s gains",bullish,2020-03-23
BA,lets see how mms will come up with this type of pop,bullish,2020-03-23
AAPL,how much has the hold and never sell line costed you?,bearish,2020-03-23
AAPL,LOL everyone on here over the weekend saying they were bullish...,bearish,2020-03-23
AAPL,Bulls shut the markets!! Stop the short selling! Bears,bearish,2020-03-23
TSLA,"I'm in for a hopeful pop this week, yes I said hope it's a lotto play let's see what happens",bullish,2020-03-23
TSLA,where is that nameless king.....he said he bought 1392 puts ....and he said its gonna go down to 200.....aaahahaha.. If anyone finds him bring him to me ..,bullish,2020-03-23
TSLA,OMG this is gonna skyrocket again,bullish,2020-03-24
BA,Did Ba beat expectations and guidance!??,bullish,2020-03-24
BA,Less than a week since I called the bottom on $BA and we're 35 up,bullish,2020-03-24
BRK.B,.B Anyone just see what I just saw?,bullish,2020-03-24
NFLX,big dogs bought puts today,bearish,2020-03-24
CCL,The volume has been pretty good. Very confident the bottom has been found and the reverse trend has been set up,bullish,2020-03-24
TSLA,"More Ventilators.... Lol. If you keep BM my factories open, I get you more ventilators Smart of Musk to corner the government lol",bullish,2020-03-24
CCL,WOW!!! MY PUTS THAT I GRABBED AT THE HIGH TODAY ARE TAKING OFF,bearish,2020-03-24
CCL,massive bear traps are here,bearish,2020-03-24
DIS,okay time for you to drop,bearish,2020-03-24
TSLA,Me I’m scared mommy Mommy it’s just a flu darling Me to the moon,bullish,2020-03-24
TSLA,I ended up getting back in. Higher than where I wanted. But I also am waiting for 2 powerwall and a 7.56 kW system to be installed.,bullish,2020-03-24
AMZN,go on the high way and you will see amazon’s semi busy like a bee . I see their delivery truck every where. Their are thriving while other withering. Amazon the place to be. Go amazon to 3000 and beyond,bullish,2020-03-24
DIS,Sold 10k Shares wow guess what that means. Reversal trend.,bearish,2020-03-24
BA,nice confirmed reversal i’m glad i closed my put in the morning..calls tomorrow,bullish,2020-03-24
BA,"LMAO BA is never ... N E V E R going under, not in your lifetime you sillies there is only one direction on this stock , to the moon.",bullish,2020-03-24
BA,"let's not forget that this went from 300 to 2 digits in a very short time, not celebrating, not selling neither. Thanks for the cheap shares though. Bought some under 100. Selling maybe 2030 or after",bullish,2020-03-24
BA,turn my back for second! Eat bears.,bullish,2020-03-24
TSLA,Govt won’t let Tesla down..Tesla Ford GM are making Ventilators. Go Tesla go,bullish,2020-03-24
TSLA,secured profits! Another $40K Got back on dip small for Apr 17 calls I want $600s!,bullish,2020-03-24
BA,LOL y’all shorted from $440 to$95??? Is that not enough?? What greed! Easily Bullish,bullish,2020-03-24
TSLA,Hey bears! Don't choke on your aspirations,bullish,2020-03-24
BA,did he say Boeing !?!?!,bullish,2020-03-24
TSLA,I bought a couple of shares just to remind myself I actually caught the bottom on this.,bullish,2020-03-24
DIS,the 60 dollar sideline watchers and 80 puts lmao,bullish,2020-03-24
BA,"I actually did it today, started a position and I'm not selling. Robinhood won't let me. Many more to come. To the moon! I live to trade another day!",bullish,2020-03-24
FB,damn!! That dip was bought up before I could even get an order in...,bullish,2020-03-24
AAPL,Say a little prayer for the guys that sold to me and ones that sold for a loss and shorted the floor. Enjoy that margin call,bullish,2020-03-24
BA,"cover cover , it’s gonna be too late to cover .. extremely",bullish,2020-03-24
BA,Not bad for 5 working days,bullish,2020-03-24
BA,Airline bailout Boeing bailout The race to 300 will be quick,bullish,2020-03-24
BA,shorts are getting killed. Cover now before it gets worse for y'all,bullish,2020-03-24
BA,we’ll hello everyone who loaded here,bullish,2020-03-24
BA,LOOK AT THAT AH ACTION LAWDY LAWDY,bullish,2020-03-24
BABA,Tarts bought today and hold over night Look for dump on the news and massive dump from Softbank starting as early as next week and people rushing toward the exit,bearish,2020-03-24
TSLA,"I Tesla Regardless of unknown market influence and world events, it’s just a matter of time!",bullish,2020-03-24
FB,I’m assuming this is all Bcuz of unlimited QE!! But meanwhile all my coworkers getting terminated bcuz of economic uncertainties,bearish,2020-03-24
TSLA,"bears hide now , we gonna going back to business 650, 725 , 950 and .. target 1700 by June !!",bullish,2020-03-24
AMZN,sitting pretty 350 shares at $1650 avg. . lets do this bulls!! At these levels this is a gift!!,bullish,2020-03-24
TSLA,Wuhan now is open! They lift the quarantine they closed urgent hospits. Corona have been beaten,bullish,2020-03-24
AAPL,don’t fall for the fed pump.. this is going under $200 in weeks..,bearish,2020-03-24
CCL,"this will run to the ground, shorting since 20s!!",bearish,2020-03-24
BA,Only holding 33 of port in this. Was planning to double down 80 but looks like that’s not happening...,bullish,2020-03-24
BA,BOOM!! Trump pump of BA And it's gonna be Trump by a landslide in November bitches... hahahahahahaha,bullish,2020-03-24
TSLA,Man that ModelY when you see it in person it’s like love from first sight,bullish,2020-03-24
BA,Shorts who don’t cover will be homeless soon,bullish,2020-03-24
NKE,OMG they beat !!! Unbelievable!! Hopefully guidance is good.,bullish,2020-03-24
BA,up 20 from bottom yesterday,bullish,2020-03-24
TSLA,beautiful day trade thanks guys,bullish,2020-03-24
AAPL,Easy money Amazon next should be much lower. I think people have become way too complacent. Good luck to us all.,bearish,2020-03-24
BA,covfefe pre-market bump I’m anticipating,bullish,2020-03-24
BA,come on 125 Feels like Vegas now,bullish,2020-03-24
TSLA,", I'm $25000 since my entry at $356.49 .. and Decided to keep it these 200 shares for Long time .",bullish,2020-03-24
MSFT,"I wouldn’t recommend being long here, it will hurt much more than a pie in the face ...",bearish,2020-03-24
BA,It hit the lottery today!,bullish,2020-03-24
AAPL,bulls can’t see the triple rejection of the HOD?!,bearish,2020-03-24
BA,been accumulating under 100 but why sudden jump? I got no TV at home,bullish,2020-03-24
TSLA,I expected $480 on Friday. Now it seems a bit conservative.,bullish,2020-03-24
TSLA,Easy money on $TSLA calls. s making moves today,bullish,2020-03-24
AAPL,I do love your optimism though bulls bouncyCat,bearish,2020-03-24
AMZN,CVGI should take off this afternoon,bullish,2020-03-24
TSLA,America will be going back to work soon Coronavirus!,bullish,2020-03-24
TSLA,it's from earlier...still holding the levels.,bullish,2020-03-24
HD,sorry to whoever I sold that PUT sandwich to yesterday. You may want to wash it down with an ice cold corona. P.S. thanks for your money,bullish,2020-03-24
TSLA,Congrats on a solid day bulls $TSLA,bullish,2020-03-24
TSLA,we still have half way to recover ..I want to se over a 1000$...,bullish,2020-03-24
NVDA,what happen to all those end of world predictions? CNN listeners? Lmfao.,bullish,2020-03-24
TSLA,much needed movement here. Keep Upward. Congrats to those in the GREEN. Hold tight!,bullish,2020-03-24
TSLA,who else is making bank on this name again? Who is long and who is short?,bullish,2020-03-24
TSLA,this strength has bears sweating,bullish,2020-03-24
TSLA,"tomorrow is going to be a very painful day for bears , you won't get relief until the 50 day 654 that is the first time any smart short will take a stab",bullish,2020-03-24
BA,just need that good news now and,bullish,2020-03-24
BA,to sell calls or hold,bullish,2020-03-24
TSLA,Bounce off the bottom. First target $687 on the way back up. Keep shorting Bears,bullish,2020-03-24
BA,"my $100 calls for June 17th, 2022, do I hold?",bullish,2020-03-24
BA,too late to join the party?,bullish,2020-03-24
NVDA,mannnn I sold at 23,bullish,2020-03-24
HD,"o.k. some money loss, but o.k... watching for second green day",bullish,2020-03-24
BA,lol bears give up already you shoulda took your winnings back in the 90s,bullish,2020-03-24
AAPL,"yup... bat soup holiday sale, next stop flash sale to 180 or below!",bearish,2020-03-24
AMZN,This is the time when bears become bulls,bullish,2020-03-24
BA,Looks like this person already made $2k shorting this. . I will keep posting this throughout the day to see how much he makes. Oopsie,bullish,2020-03-24
BA,will a 125 weekly call print? Asking for a friend.,bullish,2020-03-24
BA,We tried telling you bears... sucks you couldn’t hop on the train,bullish,2020-03-24
TSLA,Just sold a nice chunk from .40 to 3.50 here on the weekly $600c!! What a day!! Still holding a few with stops in place. Needed this after some of the beatings I’ve taken as of late,bullish,2020-03-24
TSLA,bears crying breaking $500 slap that ask,bullish,2020-03-24
TSLA,holding strong and don't sell your cheap shares to the and short sellers. They're forced to cover very soon.,bullish,2020-03-24
AMZN,Thia big guy just hanging around 2K...No biggie,bullish,2020-03-24
BA,20 up for 3 days and back near $225,bullish,2020-03-24
BA,shorts got screwed pretty bad. Long term this is a winner!,bullish,2020-03-24
TSLA,"Our economy survived 8 years of the Obama Virus, a month is nothing with Corona",bullish,2020-03-24
CCL,easiest short of a lifetime,bearish,2020-03-24
BA,called it spot on again,bullish,2020-03-25
BA,"I want Boeing to return to ATH eventually, but please close below $170 on Friday.",bullish,2020-03-25
BA,Where are all those bears now ? You were so confident this Monday,bullish,2020-03-25
BA,Amazing move here today. Congrats to all,bullish,2020-03-25
BA,in the 170s in 20 mins? Who would have ever thought,bullish,2020-03-25
BA,DO NOT BE LIKE NOONAN,bullish,2020-03-25
BA,did anyone take me seriously when I said I said it’s time to fly!,bullish,2020-03-25
NVDA,waiting to fly above 60 soon green 2 days for sure,bullish,2020-03-25
TSLA,"bears starting to come out from $5 drop, let’s see where this goes",bullish,2020-03-25
BA,. This is going to be a beautiful day,bullish,2020-03-25
BA,all the MM want this for 1-5 yr hold..,bullish,2020-03-25
BA,Stupid bears are now coming up with 120$ PT lol. What were you doing when you said it will go to 60$. Burn bears !!!!,bullish,2020-03-25
BA,margin call!!!!’ 9.45 am!!,bullish,2020-03-25
BA,sold before that little dip. Hoping this will dip harder so I can hop back in,bullish,2020-03-25
FB,"not easy to buy this right now, but that is how it goes...",bullish,2020-03-25
TSLA,"I’m not jumping this ship , MM wanna scare me but waiting for the rip higher..",bullish,2020-03-25
CCL,shorts need to cover market bottom is in government bailout in place,bullish,2020-03-25
MA,I picked up 5 shares at 200 two days ago.... should have bought way more. Oh well,bullish,2020-03-25
AAPL,Where are they we heading to $150 bears ?,bullish,2020-03-25
BA,not seeing very many bears on here now maybe they’re filing for bankruptcy,bullish,2020-03-25
BA,Let’s go BA Let’s get to $165 and,bullish,2020-03-25
TSLA,this passes 546.62 bye bye bear bears,bullish,2020-03-25
BA,Just taking a breather! Will run hard this is just the set up for the run These Koala bears are in for some serious pain!!! it’s hard to stop the technical correction near term PT $200 easy!,bullish,2020-03-25
BA,Told You invest in great American Companies $300 by year end happy trading.,bullish,2020-03-25
DIS,shorts be like it's fine,bullish,2020-03-25
BA,"Got in at $106 ,, was gonna sell at $150 But it looks I will sell for $400",bullish,2020-03-25
TSLA,thank you for 2k this morning,bullish,2020-03-25
TSLA,Don’t worry Bears it’s only up 120 points you fools,bullish,2020-03-25
BA,wow those bears getting killed..,bullish,2020-03-25
TSLA,", Will likely hold these 200 shares for long time .",bullish,2020-03-25
NVDA,Yes Ma’am!!! Yes Muther Fu$in Ma’am!!!!,bullish,2020-03-25
AMZN,my only red stock today. Funny,bullish,2020-03-25
CCL,you wont see single digit againfor a while,bullish,2020-03-25
FB,imagine going short on this based on an forced question. Ofc they gonna say the virus has an impact,bullish,2020-03-25
BA,was that the dip to enter,bullish,2020-03-25
BABA,looks like BABA wants to come back,bullish,2020-03-25
KO,anyone else fill sub .40,bullish,2020-03-25
BA,Who grabbed shares under $100!?,bullish,2020-03-25
BA,Bring 757 With NEW TechBoeing,bullish,2020-03-25
DIS,I hope you didn't short it,bullish,2020-03-25
DIS,Disney plus in Europe!! 200 by 2021. Better start building a position.,bullish,2020-03-25
BA,Shorts I am so happy you lost so much money since yesterday . This what you get for spreading rumors saying BK coming huh. You were betting against America. So learn your lesson and leave this alone. 200 here we come,bullish,2020-03-25
AMZN,loving BGG for a soluble soon,bullish,2020-03-25
HD,2 trillion approved... this should be fun,bullish,2020-03-25
TSLA,Next Friday will return to its actual price of $ 805!,bullish,2020-03-25
BAC,I bought you yesterday. $18 was the target now $30,bullish,2020-03-25
PYPL,Won’t stay under $100 much longer,bullish,2020-03-25
CCL,Soooo what’s the upside here? Lol,bullish,2020-03-25
GOOGL,Shorts are going to get burnt badly,bullish,2020-03-25
BA,Why did I believe that story that Boeing was going to be a $5 stock after the government took a stake in the company when it was $90 a share last week ________________ LineUp,bullish,2020-03-25
TSLA,here comes the pop ...,bullish,2020-03-25
BA,"Make money on the wave, I’ve become a day trader sell high buy low you can’t lose tomorrow should be another great day for it",bullish,2020-03-25
BA,very good profit today I’m ready for tomorrow! Let’s break the $200,bullish,2020-03-25
BA,letssss goooo. The king is back,bullish,2020-03-25
TSLA,everybody loves touchless deliveries...its happening and TESLA has a backlog not just a little but a MASSIVE BACKLOG .......1000 here I come,bullish,2020-03-25
BA,i sold off my 130 call before close had 5 contracts,bullish,2020-03-25
TSLA,the pressure just start for the to cover.,bullish,2020-03-25
CCL,just loaded up see y’all on the moon in 3 to 6 months,bullish,2020-03-25
BAC,I guess buying at 20.50 was a good idea!,bullish,2020-03-25
BA,"BA, CLR, TESLA, MRO, SPCE, LB.. LETS GO.",bullish,2020-03-25
DIS,lmao yep this is in the 69d just like all the sad bears said it would be,bullish,2020-03-25
BA,invest in Murica MAGA,bullish,2020-03-25
MSFT,this temp it will go up soon,bullish,2020-03-25
DIS,Just don’t sell and things will be OK. Shorts will eventually loose all their money big time. This is an election era and no way we will have Disney collapse,bullish,2020-03-25
BA,Daaamn! Few days ago this was 88 Wish I had loaded my calls! Would have given 1000 gains tomorrow. Congrats to longs who bought in 90s,bullish,2020-03-25
TSLA,bears are shorting at the market bottom...well good luck as Trump wants to see Dow at 30000 soon,bullish,2020-03-25
TSLA,"FYI saw 10 car haulers full of teslas y,s,3 rolling south on i5 in Cali today Fundingstillsecured",bullish,2020-03-25
BA,$168 ah Strong as an ox,bullish,2020-03-25
BA,I live to trade another day!,bullish,2020-03-25
NKE,hope this goes above 80 tomorrow and friday. Want to get some puts loaded for the weekend,bullish,2020-03-25
AAPL,gave all gains back from yesterday,bearish,2020-03-25
TSLA,Wow 550 by PM. Crazy FOMO today,bullish,2020-03-25
TSLA,"bears be like Auto sales down, this is more than an auto company",bullish,2020-03-25
CCL,got in at $8.51 and sold half for $17.02 a minute ago. Riding on the house now. Feeling good!,bullish,2020-03-25
BAC,about to launch past $22 for $23 close?? Let’s gooo,bullish,2020-03-25
TSLA,Let the games almost begin.,bullish,2020-03-25
BA,55 up on $BA after only 7 days,bullish,2020-03-25
AAPL,that was a beautiful move Senator Sanders no one was believing this bs rally,bearish,2020-03-25
BA,"get in now, it’s mooning tomorrow",bullish,2020-03-25
TSLA,loaded 25 shares today long term,bullish,2020-03-25
TSLA,for those who shorted the first time and held all the way to $960 for the drop! Let me know how long you are holding for the short before you exit as well!,bullish,2020-03-25
TSLA,"holy chit it's 705 central, stock price still won't go down like Bears want",bullish,2020-03-25
BA,Game Changer! Now Backed by Billions!,bullish,2020-03-25
BA,hit $150 this morning.... taking off,bullish,2020-03-25
BA,don’t miss the it will be a nice view I promise,bullish,2020-03-25
BAC,in at 17.50 longgggggg hold,bullish,2020-03-25
TSLA,i had an epiphany.once they sign stimulus package later this will,bullish,2020-03-25
TSLA,"This stock is insane. In the span of a little over a month, it drops from $900’s to $300’s, and now it’s already back to $500’s.",bullish,2020-03-25
BA,"now that I'm thinking, I wish I was in calls instead of the stock itself",bullish,2020-03-25
BA,I’ll retire for the month after caking in 300k-500k tomorrow..,bullish,2020-03-25
CCL,in from 7.69 holding,bullish,2020-03-25
TSLA,fake accounts can leave now Thank you. This is going back up to minimum 750. But it will reach down to 350 before go up,bullish,2020-03-25
V,Soo tommorow on the expected approval of the bill. My opinion is 156 - 163 then back down Thursday . Unless there’s no bill approval and the impact of Thursday’s news and then Death Friday .,bullish,2020-03-25
BA,So cheap it’s unbelievable... y’all better get in now. This is just the beginning,bullish,2020-03-25
NVDA,Cramer has just mentioned NVDA to buy,bullish,2020-03-25
TSLA,look at all these bears can’t believe the price action,bullish,2020-03-25
TSLA,CNN Fox the rest of the media are in full force spewing fear and endless uncertainties after witnessing a historic run for Dow and heard the intention of reopening US businesses back to normal .. Clearly ...Enemy of the State!,bullish,2020-03-25
AAPL,been coiling in this channel all day!!! Bout to breakout in a big way!!!!,bullish,2020-03-25
BAC,25 coming soon! I'm holding my $23 calls,bullish,2020-03-25
BA,weekly one candle stick driving shorts nuts $154.81 low and $241 high lets repeat now,bullish,2020-03-25
AAPL,today is not going to go down to $244 like yesterday!,bearish,2020-03-26
TSLA,Take off time is around 330 Buckle up please and remember No smoking on board to respect Covid-19’s privacy!,bullish,2020-03-26
BA,stock falls by $1 and bears start going wild . Y'all clowns,bullish,2020-03-26
BA,"hedging my shares with a put, have to protect yourself bruh",bullish,2020-03-26
TSLA,"Pro Gamer Move, Averaged down, and bought a lower strike, at super discount. Should I say thanks for the cheap calls now?",bullish,2020-03-26
TSLA,aww bears having their day,bullish,2020-03-26
TSLA,"O Boy, BA is now the art of the deal. Let’s get it",bullish,2020-03-26
